,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
289,description definition,description definition,24,True,True,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",289,131,2,False
132,description definition,description definition,24,True,True,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",132,131,2,False
250,human individual,human individual,29,True,True,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",250,131,2,False
405,location other,location city,32,True,False,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",405,131,2,False
443,entity other,entity animal,2,True,False,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",443,131,2,False
35,numeric count,numeric period,44,True,False,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",35,131,2,False
113,human individual,human individual,29,True,True,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",113,131,2,False
348,numeric date,numeric date,39,True,True,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",348,131,2,False
476,description definition,description definition,24,True,True,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",476,131,2,False
64,location state,location state,36,True,True,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",64,131,2,False
381,human individual,human individual,29,True,True,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",381,131,2,False
59,numeric count,numeric speed,46,False,False,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",59,131,2,False
491,description definition,description definition,24,True,True,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",491,131,2,False
12,numeric count,numeric weight,49,False,False,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",12,131,2,False
400,description description,human individual,29,True,False,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",400,131,2,False
469,description definition,description definition,24,True,True,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",469,131,2,False
235,description definition,description definition,24,True,True,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",235,131,2,False
288,entity other,description definition,24,True,False,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",288,131,2,False
126,numeric count,numeric distance,40,False,False,True,"{8: 2, 35: 17, 39: 5, 42: 1, 29: 20, 5: 8, 41: 2, 26: 10, 38: 9, 24: 8, 32: 2, 33: 4, 47: 1, 30: 1, 18: 3, 21: 2, 0: 1, 28: 4, 27: 3, 31: 2, 44: 2, 13: 7, 25: 4, 43: 1, 34: 1, 11: 3, 4: 1, 36: 1, 1: 1, 17: 1, 22: 1, 2: 2, 37: 1}","[443, 2795, 3466, 502, 4110, 3670, 4819, 52, 2616, 126, 74, 1222, 4973, 37, 4996, 5418, 3608, 1426, 555, 5214, 3682, 3864, 1933, 1368, 4844, 56, 1724, 2601, 2098, 144, 2930, 2988, 2672, 5111, 4791, 4839, 1144, 3334, 276, 2956, 1963, 3169, 2415, 1868, 2363, 547, 1671, 1485, 4577, 2147, 40, 1606, 1528, 3015, 4971, 3415, 2970, 1682, 3799, 3812, 2728, 3356, 2607, 3371, 3054, 5343, 281, 2198, 4138, 2083, 2172, 5170, 2564, 3178, 4542, 3840, 961, 3917, 2289, 2708, 3862, 843, 2076, 2057, 2506, 1522, 1900, 3421, 198, 1075, 128, 5152, 4808, 2440, 3872, 4263, 3947, 1085, 5177, 1726, 5190, 1045, 5020, 1215, 2492, 1147, 3332, 270, 5366, 2551, 4367, 3556, 1176, 5039, 1540, 2140, 3390, 4781, 5179, 628, 3523, 3767, 1054, 1644, 5449, 3352, 4071, 723, 2572, 2413, 4365]",126,131,2,False
